설치장소명,설치시도명,위도,경도,제공기관명
죽항동사무소,전라북도,35.407565,127.384567,전라북도 남원시
반선 제2야영장(뱀사골),전라북도,35.369997,127.579804,전라북도 남원시
반선 제2야영장(뱀사골),전라북도,35.369997,127.579804,전라북도 남원시
뱀사골 탐방안내소,전라북도,35.371477,127.578683,전라북도 남원시
뱀사골터미널KT전화,전라북도,35.377019,127.581627,전라북도 남원시
수지보건지소,전라북도,35.339441,127.371991,전라북도 남원시
운봉보건지소,전라북도,35.439278,127.529249,전라북도 남원시
운봉보건지소,전라북도,35.439278,127.529249,전라북도 남원시
운봉읍 매요보건진료소,전라북도,35.468999,127.540271,전라북도 남원시
주천보건지소,전라북도,35.390753,127.441431,전라북도 남원시
춘향테마파크(향토박물관),전라북도,35.401859,127.386761,전라북도 남원시
고속버스터미널(금호터미널),전라북도,35.421973,127.394856,전라북도 남원시
남원보건소,전라북도,35.398233,127.364351,전라북도 남원시
남원보건소,전라북도,35.398233,127.364351,전라북도 남원시
남원보건소,전라북도,35.398233,127.364351,전라북도 남원시
남원보건소(여성문화센터),전라북도,35.398233,127.364351,전라북도 남원시
남원시청,전라북도,35.416361,127.390381,전라북도 남원시
남원역,전라북도,35.411201,127.361391,전라북도 남원시
지리산(고서)휴게소,전라북도,35.484159,127.567417,전라북도 남원시
지리산(옥포)휴게소,전라북도,35.481883,127.567416,전라북도 남원시
청소년문화의집,전라북도,35.404562,127.381572,전라북도 남원시
청소년문화의집,전라북도,35.404562,127.381572,전라북도 남원시
한국방송통신대학교,전라북도,35.415075,127.390939,전라북도 남원시
LG 서비스센터,전라북도,35.406375,127.373925,전라북도 남원시
공설시장,전라북도,35.405261,127.375371,전라북도 남원시
공설시장,전라북도,35.405261,127.375371,전라북도 남원시
공설시장,전라북도,35.405261,127.375371,전라북도 남원시
공설시장,전라북도,35.405261,127.375371,전라북도 남원시
공설시장,전라북도,35.405261,127.375371,전라북도 남원시
공설시장,전라북도,35.405261,127.375371,전라북도 남원시
광한루원,전라북도,35.402251,127.379575,전라북도 남원시
광한루원,전라북도,35.402251,127.379575,전라북도 남원시
광한루원,전라북도,35.402251,127.379575,전라북도 남원시
광한루원,전라북도,35.402251,127.379575,전라북도 남원시
금지면사무소,전라북도,35.357547,127.303977,전라북도 남원시
금지주생통합보건지소,전라북도,35.358379,127.306181,전라북도 남원시
금지면 신월보건진료소,전라북도,35.327918,127.297778,전라북도 남원시
남원시내버스터미널(동충동),전라북도,35.409671,127.387898,전라북도 남원시
남원시내버스터미널(동충동),전라북도,35.409671,127.387898,전라북도 남원시
남원시청,전라북도,35.416361,127.390381,전라북도 남원시
남원시청,전라북도,35.416361,127.390381,전라북도 남원시
노인복지회관(금동),전라북도,35.403077,127.372783,전라북도 남원시
노인복지회관(금동),전라북도,35.403077,127.372783,전라북도 남원시
노인복지회관(금동),전라북도,35.403077,127.372783,전라북도 남원시
노인복지회관(금동),전라북도,35.403077,127.372783,전라북도 남원시
노인복지회관(금동),전라북도,35.403077,127.372783,전라북도 남원시
노인복지회관(금동),전라북도,35.403077,127.372783,전라북도 남원시
대강면사무소,전라북도,35.347369,127.227755,전라북도 남원시
대강보건지소,전라북도,35.347079,127.227762,전라북도 남원시
대산면사무소,전라북도,35.432049,127.325083,전라북도 남원시
대산보건지소,전라북도,35.431725,127.325654,전라북도 남원시
대산면 대곡보건진료소,전라북도,35.410676,127.309818,전라북도 남원시
덕과면사무소,전라북도,35.517175,127.352089,전라북도 남원시
덕과보건지소,전라북도,35.513201,127.353544,전라북도 남원시
덕과면 신양보건진료소,전라북도,35.507617,127.388501,전라북도 남원시
덕과면 용산보건진료소,전라북도,35.547117,127.357627,전라북도 남원시
보절면사무소,전라북도,35.513111,127.402443,전라북도 남원시
보절보건지소,전라북도,35.513102,127.402516,전라북도 남원시
사매면사무소,전라북도,35.480294,127.352251,전라북도 남원시
사매보건지소,전라북도,35.480294,127.352251,전라북도 남원시
사매면 대율보건진료소,전라북도,35.465029,127.357942,전라북도 남원시
사매면 서도보건진료소,전라북도,35.490345,127.330229,전라북도 남원시
산내면사무소,전라북도,35.419223,127.623182,전라북도 남원시
산내보건지소,전라북도,35.419088,127.623099,전라북도 남원시
산동면사무소,전라북도,35.492664,127.476251,전라북도 남원시
산동보건지소,전라북도,35.491716,127.476976,전라북도 남원시
송동면사무소,전라북도,35.355081,127.338386,전라북도 남원시
송동보건지소,전라북도,35.355081,127.338386,전라북도 남원시
송동면 연산보건진료소,전라북도,35.335356,127.317296,전라북도 남원시
송동면 장국보건진료소,전라북도,35.375823,127.362103,전라북도 남원시
수지면사무소,전라북도,35.339283,127.371547,전라북도 남원시
아영면사무소,전라북도,35.508641,127.612907,전라북도 남원시
아영보건지소,전라북도,35.508535,127.612956,전라북도 남원시
용남시장(하정동),전라북도,35.407537,127.376992,전라북도 남원시
용남시장(하정동),전라북도,35.407537,127.376992,전라북도 남원시
용남시장(하정동),전라북도,35.407537,127.376992,전라북도 남원시
용남시장(하정동),전라북도,35.407537,127.376992,전라북도 남원시
운봉읍사무소,전라북도,35.439737,127.528909,전라북도 남원시
운봉읍 공안보건진료소,전라북도,35.408878,127.529969,전라북도 남원시
운봉읍 장교보건진료소,전라북도,35.455641,127.500701,전라북도 남원시
이백면사무소,전라북도,35.426867,127.457924,전라북도 남원시
이백보건지소,전라북도,35.426353,127.457228,전라북도 남원시
인월면사무소,전라북도,35.464396,127.600187,전라북도 남원시
인월보건지소,전라북도,35.464111,127.599945,전라북도 남원시
인월전통시장,전라북도,35.461372,127.602211,전라북도 남원시
인월전통시장,전라북도,35.461372,127.602211,전라북도 남원시
장애인복지관(이백면),전라북도,35.452847,127.441732,전라북도 남원시
장애인복지관(이백면),전라북도,35.452847,127.441732,전라북도 남원시
장애인복지관(이백면),전라북도,35.452847,127.441732,전라북도 남원시
주생면사무소,전라북도,35.378807,127.321571,전라북도 남원시
주생면 도산보건진료소,전라북도,35.374209,127.287971,전라북도 남원시
주천면사무소,전라북도,35.390863,127.441924,전라북도 남원시
주천면 덕치보건진료소,전라북도,35.397486,127.505036,전라북도 남원시
주천면 하주보건진료소,전라북도,35.374552,127.406878,전라북도 남원시
편한세상(대산면),전라북도,35.423577,127.303199,전라북도 남원시
편한세상(대산면),전라북도,35.423577,127.303199,전라북도 남원시
향교동사무소,전라북도,35.417149,127.384436,전라북도 남원시
거진읍주민센터,강원도,38.4361011,128.4525615,강원도 고성군
죽왕면주민센터,강원도,38.328758,128.5251853,강원도 고성군
토성면주민센터,강원도,38.257264,128.558906,강원도 고성군
현내면주민센터,강원도,38.494259,128.4276922,강원도 고성군
고성군립간성도서관,강원도,38.3809637,128.4658354,강원도 고성군
고성군 보건소,강원도,38.3774696,128.4721184,강원도 고성군
고성군장애인보호작업장,강원도,38.3781928,128.498615,강원도 고성군
토성도서관,강원도,38.2587594,128.5562629,강원도 고성군
간성터미널,강원도,38.3790989,128.4724699,강원도 고성군
고성청소년수련관,강원도,38.3753888,128.4604215,강원도 고성군
간성시장,강원도,38.3794271,128.4700603,강원도 고성군
거진보건지소,강원도,38.4459162,128.4519725,강원도 고성군
현내보건지소,강원도,38.4992086,128.4236072,강원도 고성군
간성읍주민센터,강원도,38.3783811,128.4670022,강원도 고성군
죽왕보건지소,강원도,38.3254366,128.5259271,강원도 고성군
토성보건지소,강원도,38.2596573,128.5567103,강원도 고성군
고성군 노인복지관,강원도,38.3782889,128.4677486,강원도 고성군
여성회관,강원도,38.3802958,128.4642377,강원도 고성군
현내청소년문화의집,강원도,38.4937308,128.4272173,강원도 고성군
거진시장,강원도,38.4476934,128.454141,강원도 고성군
송지호오토캠핑장,강원도,38.3424407,128.5135465,강원도 고성군
통일전망대,강원도,38.5864577,128.3750548,강원도 고성군
통일안보공원(출입통제소),강원도,38.5145523,128.4167773,강원도 고성군
왕곡마을,강원도,38.3400302,128.5006819,강원도 고성군
건봉사,강원도,38.3814484,128.4704083,강원도 고성군
화암사,강원도,38.2267873,128.4691932,강원도 고성군
화진포 해수욕장,강원도,38.4797048,128.4372183,강원도 고성군
송지호 해수욕장,강원도,38.3301054,128.526791,강원도 고성군
봉수대 해수욕장,강원도,38.3233899,128.5265502,강원도 고성군
삼포 해수욕장,강원도,38.3168358,128.5316808,강원도 고성군
백도 해수욕장,강원도,38.3016239,128.5458715,강원도 고성군
청간정,강원도,38.2644723,128.5582857,강원도 고성군
화진포의 성(김일성별장),강원도,38.4724774,128.4430193,강원도 고성군
이승만별장,강원도,38.4708093,128.4364311,강원도 고성군
생태박물관,강원도,38.4721881,128.4435264,강원도 고성군
송지호철새관망타워,강원도,38.3360805,128.517879,강원도 고성군
해남군청,전라남도,34.342381,126.355584,전라남도 해남군
예술회관,전라남도,34.342342,126.355889,전라남도 해남군
해남농업기술센터,전라남도,34.343023,126.352291,전라남도 해남군
관광지관리사무소,전라남도,34.35229,126.261504,전라남도 해남군
상하수도사업소,전라남도,34.343315,126.344078,전라남도 해남군
해남읍사무소,전라남도,34.335445,126.355669,전라남도 해남군
문내면사무소,전라남도,34.354945,126.185116,전라남도 해남군
삼산면사무소,전라남도,34.520834,126.61,전라남도 해남군
화산면사무소,전라남도,34.491315,126.515204,전라남도 해남군
현산면사무소,전라남도,34.459844,126.553572,전라남도 해남군
옥천면사무소,전라남도,34.567447,126.647791,전라남도 해남군
마산면사무소,전라남도,34.621678,126.568131,전라남도 해남군
황산면사무소,전라남도,34.57941,126.424752,전라남도 해남군
