주차장명,관리기관명,위도,경도
수정5동공영,부산광역시 동구청,35.13711518,129.0456733
수정변전소,부산광역시 동구청,35.12320153,129.0450093
수정산(동여중)공영,부산광역시 동구청,35.13294221,129.0404701
수정초등학교 지하공영주차장,부산광역시 동구청,35.13126498,129.0467291
수정터널밑,부산광역시 동구청,35.13130178,129.0558391
수정터널진입로밑,부산광역시 동구청,35.13134533,129.0564589
스카이웨이,부산광역시 동구청,35.12239082,129.0332091
범일전화국뒤,부산광역시 동구청,35.13771728,129.0624598
왕자빌딩앞,부산광역시 동구청,35.11725625,129.0425136
우리아비바생명옆,부산광역시 동구청,35.12870251,129.0475557
자성대 서문옆,부산광역시 동구청,35.13629864,129.0602475
자유시장 뒤,부산광역시 동구청,35.1409748,129.0610412
수정2동 업무지,부산광역시 동구청,35.12748664,129.0480474
좌1-1(주거지),부산광역시 동구청,35.13610235,129.0535508
좌1-2(주거지),부산광역시 동구청,35.13361404,129.0510618
좌1-3(주거지),부산광역시 동구청,35.13567909,129.0515129
좌1-5(주거지),부산광역시 동구청,35.13258909,129.0479382
좌1-6(주거지),부산광역시 동구청,35.13300907,129.054004
좌4-1(주거지),부산광역시 동구청,35.13794827,129.0482085
좌4-2(주거지),부산광역시 동구청,35.13422946,129.0481373
좌4-3(주거지),부산광역시 동구청,35.13651503,129.0496163
좌4-4(주거지),부산광역시 동구청,35.1359856,129.0480979
초1-1(주거지),부산광역시 동구청,35.11522398,129.034755
초1-2(주거지),부산광역시 동구청,35.11471746,129.0352951
초1-3(주거지),부산광역시 동구청,35.1162854,129.0363739
초1-4(주거지),부산광역시 동구청,35.11786182,129.0365184
초2-1(주거지),부산광역시 동구청,35.11755261,129.033896
초2-3(주거지),부산광역시 동구청,35.1191079,129.0352991
초2-4(주거지),부산광역시 동구청,35.11785109,129.0339385
초3-1(주거지),부산광역시 동구청,35.12196319,129.0382789
초4-1(주거지),부산광역시 동구청,35.12106205,129.0329128
초4-2(주거지),부산광역시 동구청,35.11936157,129.0328574
초4-3(주거지),부산광역시 동구청,35.11950875,129.0350414
초6-4(주거지),부산광역시 동구청,35.12395517,129.0364332
초6-5(주거지),부산광역시 동구청,,
초6-7(주거지),부산광역시 동구청,35.12313431,129.0363733
초량1동업무지,부산광역시 동구청,35.1140667,129.0369109
초량3동-업무지1구간,부산광역시 동구청,35.11870094,129.0412774
초량3동-업무지2구간,부산광역시 동구청,35.121026,129.041489
초량3동-업무지3구간,부산광역시 동구청,35.12236559,129.0392147
초량3동-업무지4구간,부산광역시 동구청,35.12179798,129.0429517
초량3동-업무지5구간,부산광역시 동구청,35.11989746,129.0432157
초량3동-업무지6구간,부산광역시 동구청,35.12391491,129.0454571
초량3동-업무지7구간,부산광역시 동구청,35.12116646,129.0429929
제1지하도옆,부산광역시 동구청,35.11900702,129.0434347
제7기동대앞고가도로밑,부산광역시 동구청,35.12974704,129.0544179
조선생명뒤,부산광역시 동구청,35.12613367,129.0470526
좌천1동공영,부산광역시 동구청,35.13327668,129.0505487
좌천4동공영,부산광역시 동구청,35.13472964,129.0464824
진로창고옆,부산광역시 동구청,35.11991224,129.0431941
차이나타운,부산광역시 동구청,35.1152382,129.0379841
초량2동공영,부산광역시 동구청,35.11859783,129.0336895
초량6동공영,부산광역시 동구청,35.13134562,129.0485696
초량6동제2공영주차장,부산광역시 동구청,35.12202711,129.0361922
한양삼익아파트옆,부산광역시 동구청,35.1409748,129.0610412
한양아파트3호동뒤,부산광역시 동구청,35.1409748,129.0610412
한양아파트3호동앞,부산광역시 동구청,35.1409748,129.0610412
행복예식장옆,부산광역시 동구청,35.1409748,129.0610412
화신칼라앞 공영주차장,부산광역시 동구청,35.13884173,129.0599298
흥국생명앞,부산광역시 동구청,,
범일2동 제1노상공영주차장,부산광역시 동구청,35.13809335,129.0653523
범일2동 제2노상공영주차장,부산광역시 동구청,,
범1-1(주거지),부산광역시 동구청,35.13871348,129.0521946
범1-2(주거지),부산광역시 동구청,35.1392086,129.0525449
범1-3(주거지),부산광역시 동구청,35.13919365,129.0534266
범1-4(주거지),부산광역시 동구청,35.13226412,129.0581801
범1-6(주거지),부산광역시 동구청,35.1388698,129.055731
범2-1(주거지),부산광역시 동구청,35.13467865,129.0607596
범4-1(주거지),부산광역시 동구청,35.13804567,129.0499092
범4-2(주거지),부산광역시 동구청,35.13804567,129.0499092
범4-3(주거지),부산광역시 동구청,35.13812264,129.0508984
범4-4(주거지),부산광역시 동구청,35.14041865,129.0526104
범4-5(주거지),부산광역시 동구청,35.13906303,129.0487938
범4-6(주거지),부산광역시 동구청,35.13804805,129.0501945
범4-7(주거지),부산광역시 동구청,35.13738782,129.0500156
범5-2(주거지),부산광역시 동구청,35.1331032,129.0582275
범5-4(주거지),부산광역시 동구청,35.1331032,129.0582275
범5-6(주거지),부산광역시 동구청,35.1331032,129.0582275
범6-1(주거지),부산광역시 동구청,35.14347031,129.0495055
범6-2(주거지),부산광역시 동구청,35.14461287,129.0475944
범6-3(주거지),부산광역시 동구청,,
범일2동-업무지-2구간,부산광역시 동구청,35.13932637,129.0655502
범일2동-업무지-3구간,부산광역시 동구청,35.13505717,129.0611816
범일2동-업무지-5구간,부산광역시 동구청,35.13574371,129.0604485
범1-5(주거지),부산광역시 동구청,35.1388698,129.055731
범일5동-업무지-1구간,부산광역시 동구청,35.13017922,129.0572018
범일5동-업무지-3구간,부산광역시 동구청,35.12637433,129.0541313
수1-1(주거지),부산광역시 동구청,35.12565538,129.0375768
수1-3(주거지),부산광역시 동구청,35.12558888,129.0413133
수3-1(주거지),부산광역시 동구청,35.12879833,129.0438022
수3-2(주거지),부산광역시 동구청,35.13193737,129.0393481
수3-3(주거지),부산광역시 동구청,35.13041238,129.0440664
수3-4(주거지),부산광역시 동구청,35.12788706,129.0441875
수3-5(주거지),부산광역시 동구청,35.13008394,129.042167
수3-6(주거지),부산광역시 동구청,35.12898178,129.0416876
수3-7(주거지),부산광역시 동구청,35.13005029,129.0418108
수3-8(주거지),부산광역시 동구청,35.13143257,129.0427799
수4-1(주거지),부산광역시 동구청,35.12735777,129.0388039
수4-2(주거지),부산광역시 동구청,35.12839417,129.0397643
수4-3(주거지),부산광역시 동구청,35.12839417,129.0397643
수4-4(주거지),부산광역시 동구청,,
수4-5(주거지),부산광역시 동구청,35.12743288,129.0422632
수5-1(주거지),부산광역시 동구청,35.13347268,129.0421464
수5-10(주거지),부산광역시 동구청,35.13741216,129.0464442
수5-2(주거지),부산광역시 동구청,35.13408742,129.0413895
수5-3(주거지),부산광역시 동구청,35.13459568,129.0431003
수5-4(주거지),부산광역시 동구청,35.1336043,129.0405393
수2-1(주거지),부산광역시 동구청,35.12943335,129.0439805
수5-5(주거지),부산광역시 동구청,35.13581194,129.0430122
수5-6(주거지),부산광역시 동구청,35.13196105,129.0450002
수5-7(주거지),부산광역시 동구청,35.13239793,129.0434622
수5-8(주거지),부산광역시 동구청,35.13270046,129.0454004
수5-9(주거지),부산광역시 동구청,35.13570193,129.0437642
수1-4(주거지),부산광역시 동구청,35.12588446,129.0396008
광교 1동 공영,수원도시공사,37.29916736,127.0442175
광교 대학로 공영,수원도시공사,37.27764457,127.050208
광교 중앙마을 공영,수원도시공사,37.29843597,127.0435403
광교공영,수원도시공사,37.30156453,127.031699
교동공영,수원도시공사,37.27321389,127.015352
곡반2공영,수원도시공사,37.23958759,127.0306587
권선지하공영,수원도시공사,37.25910308,127.0188257
꽃뫼환승,수원도시공사,37.2850898,126.986283
남수동,수원도시공사,37.2809334,127.019449
대황교화물,수원도시공사,37.2305178,127.0218836
만석공원,수원도시공사,37.29757537,126.9991112
매교동,수원도시공사,37.27145449,127.0192617
망포공영,수원도시공사,37.2451314,127.0579949
매봉공영,수원도시공사,37.26961594,127.0550597
매탄공원,수원도시공사,37.267825,127.0458181
백설공영,수원도시공사,37.29499816,126.9923038
선경도서관,수원도시공사,37.28386112,127.0104331
성대환승,수원도시공사,37.30128709,126.9686169
세류역환승,수원도시공사,37.2434147,127.0145074
수원역환승,수원도시공사,37.26568578,126.9987869
시청2부설,수원도시공사,37.26345494,127.0286617
시청별관,수원도시공사,37.26344774,127.0286437
시청정문,수원도시공사,37.26344774,127.0286437
신대호수,수원도시공사,37.283512,127.0772484
영통공영,수원도시공사,37.2533148,127.0739487
영통구청,경기도 수원도시공사,37.25960002,127.0465076
영통도서관,수원도시공사,37.25519816,127.0707087
영화동,수원도시공사,37.29313783,127.0141154
우만공원공영,수원도시공사,37.28706853,127.0320989
원천호수,수원도시공사,37.27588505,127.0662675
율전공영,수원도시공사,37.29761518,126.9714246
인계공영,수원도시공사,37.27438589,127.0305872
인계동주택,수원도시공사,37.27178524,127.0238438
창룡공영,수원도시공사,37.29134409,127.0279957
카페거리1공영,수원도시공사,37.29409326,127.0517663
터미널공영,수원도시공사,37.25137546,127.0204423
팔달주차타워,수원도시공사,37.27619024,127.0200071
행복한들,수원도시공사,37.28335677,127.0719168
화서환승,수원도시공사,37.28589753,126.990347
"화성박물관,팔달구청",수원도시공사,37.28265248,127.0200809
화홍문공영,수원도시공사,37.28988667,127.015811
권선구청 부설,수원도시공사,37.25729921,126.9721612
농수산시장,수원도시공사,37.2548982,127.030426
장안동공영,수원도시공사,37.28655661,127.0144029
성류굴 민영주차장,경상북도 울진군,36.955937,129.379104
불영사 민영주차장,경상북도 울진군,36.941005,129.274062
덕구온천 민영주차장,경상북도 울진군,37.079048,129.284252
울진원자력전시관 민영주차장,경상북도 울진군,37.099853,129.373469
월송정 민영주차장,경상북도 울진군,36.743829,129.468713
후포2리 공용주차장,경상북도 울진군,36.682712,129.456077
후포시장 고객쉼터및 주차장조성사업,경상북도 울진군,36.677239,129.444316
죽변4리,경상북도 울진군,37.057638,129.425665
망양정 주차장,경상북도 울진군,36.964074,129.412103
(구)신세계마트앞주차장,경상북도 울진군,36.989614,129.397237
구산4리(안잘미)마을주차장,경상북도 울진군,36.943468,129.367039
온양2리주차장,경상북도 울진군,37.023664,129.409452
후포5리 마을회관 앞 주차장,경상북도 울진군,36.679204,129.447573
구산3리(굴구지)마을주차장,경상북도 울진군,36.923518,129.346414
금산주차장,경상북도 울진군,36.99049,129.403621
임광아파트 공영주차장,경상북도 울진군,36.684397,129.4407398
후포1리 공영주차장,경상북도 울진군,36.681306,129.454699
후포7리 동회관 공영주차장,경상북도 울진군,36.6862302,129.460368
후포6리 공영주차장,경상북도 울진군,36.685541,129.464409
후포생활체육공원 공영주차장,경상북도 울진군,36.689444,129.4574103
금음4리 해안 공영주차장,경상북도 울진군,36.64483032,129.423042
후포여객선터미널 공영주차장,경상북도 울진군,36.678764,129.462945
후포한마음광장 공영주차장,경상북도 울진군,36.67836978,129.4469603
죽변1리(죽변농협뒤)공영주차장,경상북도 울진군,37.060707,129.421316
죽변2리  공영주차장,경상북도 울진군,37.059607,129.421699
죽변전통시장 공영주차장,경상북도 울진군,37.059607,129.421699
봉평신라비 홍보관 공영주차장,경상북도 울진군,37.043701,129.409344
봉평해수욕장 공영주차장,경상북도 울진군,37.042917,129.413005
후정해수욕장 공영주차장,경상북도 울진군,37.040459,129.413916
백암온천 광장  공영주차장,경상북도 울진군,36.720385,129.339259
온정면사무소 광장 공영주차장,경상북도 울진군,36.72384982,129.345004
기성복지회관옆  공영주차장,경상북도 울진군,36.798431,129.452645
기성터미널옆 공영주차장,경상북도 울진군,36.798431,129.452645
망양해수욕장 공영주차장,경상북도 울진군,36.843513,129.432896
구산해수욕장 공영주차장,경상북도 울진군,36.753325,129.467459
남사고유적지 공영주차장,경상북도 울진군,36.956548,129.3595101
근남농협 왕피천변 공영주차장,경상북도 울진군,36.963937,129.398402
성류굴종합운동장 공영주차장,경상북도 울진군,36.958278,129.374835
성류굴 공영주차장,경상북도 울진군,36.955937,129.379104
엑스포공원 공영주차장,경상북도 울진군,36.968686,129.401084
민물고기연구센터 공영주차장,경상북도 울진군,36.966554,129.380989
근남농협앞 공영주차장,경상북도 울진군,36.963937,129.398402
망양해수욕장 공영주차장,경상북도 울진군,36.842865,129.43375
나곡해수욕장 공영주차장,경상북도 울진군,37.126378,129.370373
부구천변  공영주차장,경상북도 울진군,37.104865,129.3730896
흥부시장 공영주차장,경상북도 울진군,37.104865,129.3730896
북면사무소(광장) 공영주차장,경상북도 울진군,37.104865,129.3730896
평해시장 공영주차장,경상북도 울진군,36.726347,129.442421
울진등기소 앞 공영주차장,경상북도 울진군,36.989255,129.396614
2호관사앞  공영주차장,경상북도 울진군,36.99719039,129.403005
구문화원 공영주차장,경상북도 울진군,36.992248,129.4001
남대천변 공영주차장,경상북도 울진군,36.992689,129.399028
연호공원 공영주차장,경상북도 울진군,36.994654,129.406559
울진시장 공영주차장,경상북도 울진군,36.991197,129.402354
후포면사무소앞  공영주차장,경상북도 울진군,36.678614,129.4390896
후포해안도로 공영주차장,경상북도 울진군,36.676891,129.443688
죽변파출소앞(죽변4리) 공영주차장,경상북도 울진군,37.059607,129.421699
죽변한전사택입구 공영주차장,경상북도 울진군,37.064148,129.419173
울진향교앞 공영주차장,경상북도 울진군,36.99455002,129.398506
백암상가앞 공영주차장,경상북도 울진군,36.722437,129.342473
평해버스정류장앞 공영주차장,경상북도 울진군,36.678764,129.462945
평해읍 광장 공영주차장,경상북도 울진군,36.728099,129.441514
평해시장옆 공영주차장,경상북도 울진군,36.726032,129.441476
신성슈퍼앞(성심한의원) 공영주차장,경상북도 울진군,36.990344,129.399236
기장 제1공영주차장,기장군도시관리공단,35.244128,129.216971
동부근린공원 인근 노외 공영 주차장,기장군도시관리공단,35.248693,129.216673
기장시장 공영주차장,기장군도시관리공단,35.244269,129.214851
기장시장 뒤편 부산은행 주변,기장군도시관리공단,35.244927,129.216608
기장중학교 정문 주변,기장군도시관리공단,35.245119,129.217188
기장시장입구 동부산농협 주변,기장군도시관리공단,35.243103,129.213961
구 국민은행 옆 주변 복개도로,기장군도시관리공단,35.242731,129.216432
기장탕 옆 놀이터,기장군도시관리공단,32.241501,129.213956
정관읍 상업지역 노상주차장,기장군도시관리공단,35.322292,129.177391
정관7로 노상주차장,기장군도시관리공단,35.322291,129.175486
임랑해수욕장 주변 행정봉사실 옆,기장군 선진교통과,35.318899,129.264097
장안읍 임랑리 아름마을,기장군 선진교통과,35.316075,129.259647
장안사 진입도로변,기장군 선진교통과,35.371056,129.241982
길천마을,기장군 선진교통과,35.328697,129.286001
오리 대룡마을,기장군 선진교통과,35.369871,129.264717
좌천 재래시장,기장군 선진교통과,35.309491,129.243008
상장안마을 공영주차장,기장군 선진교통과,35.370702,129.243991
하장안마을 공영주차장,기장군 선진교통과,35.362711,129.249001
마지마을 공영주차장,기장군 선진교통과,35.274594,129.165284
이천마을 공영주차장,기장군 선진교통과,35.267603,129.23613
용수리 공영주차장,기장군 선진교통과,35.326936,129.171662
백길마을 공영주차장,기장군 선진교통과,35.286565,129.155375
일광해수욕장 주변,기장군 선진교통과,35.260501,129.233461
동양프라자 주변도로,기장군 선진교통과,35.243913,129.213702
한신아파트 앞 주변 이면도로,기장군 선진교통과,25.248121,129.215755
동산그린타워 주변 이면도로,기장군 선진교통과,35.248874,129.216944
포스코아파트 앞 주변도로,기장군 선진교통과,35.248031,129.218466
청강리 기장병원 주변 이면도로,기장군 선진교통과,35.236233,129.215986
일광면사무소주변,기장군 선진교통과,35.263912,129.232629
정관면 달산리 성림아파트 전면도로,기장군 선진교통과,35.321977,129.194074
정관읍 구연로 40,기장군 선진교통과,35.32134,129.183539
화곡본-2,서울특별시 강서구청,37.5441208,126.8485531
화곡2-1,서울특별시 강서구청,37.5359807,126.8502384
화곡3-1,서울특별시 강서구청,37.5417019,126.8325455
화곡4-1,서울특별시 강서구청,37.5417015,126.8259794
화곡5-1,서울특별시 강서구청,37.5438703,126.8375116
화곡5-2,서울특별시 강서구청,37.5441769,126.8385479
화곡5-3,서울특별시 강서구청,37.5433295,126.8335441
화곡7-1,서울특별시 강서구청,37.5446015,126.834701
등촌2-1,서울특별시 강서구청,37.549757,126.859126
화곡6-1,서울특별시 강서구청,37.5529786,126.8462661
볏골공원,서울특별시 강서구청,37.5415355,126.8420446
곰달래문화복지센터,서울특별시 강서구청,37.5289008,126.8466247
가로공원로지하,서울특별시 강서구청,37.5375323,126.8371346
화곡본-1,서울특별시 강서구청,37.5397032,126.847571
화곡1-1,서울특별시 강서구청,37.5421601,126.8353952
화곡8-1,서울특별시 강서구청,37.5384651,126.8466395
화곡8-2,서울특별시 강서구청,37.5376472,126.8481274
화곡1동 배다리서길,서울특별시 강서구청,37.528505,126.846659
화곡1동 달구지길,서울특별시 강서구청,37.532585,126.836756
"화곡2,4,8동 배다리동길",서울특별시 강서구청,37.528776,126.849703
화곡6동 방죽길,서울특별시 강서구청,37.554508,126.853308
화곡6동 신학대길,서울특별시 강서구청,37.550718,126.850244
등촌3동 구암길,서울특별시 강서구청,37.560498,126.845694
등촌3동 꿈나무길,서울특별시 강서구청,37.559946,126.846436
가양3동 황금내공원길,서울특별시 강서구청,37.562979,126.861911
함평공영주차장,전라남도 함평군청,35.0630844,126.5054479
엑스포공원주제관,전라남도 함평군청,35.0565451,126.5050812
엑스포공원황소주차장,전라남도 함평군청,35.0595541,126.5046448
엑스포공원나비주차장,전라남도 함평군청,35.0595541,126.5046448
화양근린공원주차장,전라남도 함평군청,35.0550672,126.5007485
나비수산앞 무료주차장,전라남도 함평군청,35.0640248,126.5029622
천변주차장,전라남도 함평군청,35.063339,126.5071919
농협하나로마트,전라남도 함평군 농협,35.0624755,126.5041533
함평천지한우프라자,전라남도 함평군 농협,35.0600785,126.5027243
농협하나로마트,전라남도 함평군 농협,35.0630142,126.503761
미가1번지 건너편 무료주차장,전라남도 함평군청,35.0652368,126.5002073
함평교회 건너편 주차장,전라남도 함평군청,35.0644188,126.5034101
양서파충류생태관,전라남도 함평군청,35.1357501,126.4749429
동춘동 공영주차장,인천광역시 시설관리공단,37.4076995,126.6713751
두리공원주차장,인천광역시 시설관리공단,37.4241933,126.6955975
마리공원주차장,인천광역시 시설관리공단,37.4260785,126.6824581
샘말공원지하주차장,인천광역시 시설관리공단,37.4139997,126.6803957
늘봄공원지하주차장,인천광역시 시설관리공단,37.4130502,126.6782367
시립박물관주변주차장,인천광역시 시설관리공단,37.4213093,126.6521711
연수공영주차장(연수3동주차장),인천광역시 연수구 시설안전관리공단,37.4216011,126.6967395
연수역북부공영주차장,인천광역시 연수구 시설안전관리공단,37.4192007,126.6770341
연수역남광장주차장,인천광역시 연수구청,37.4168939,126.6797575
연수역남부공여주차장,인천광역시 연수구 시설안전관리공단,37.4190089,126.6761631
임시공영주차장,인천광역시 연수구청,37.4255757,126.6735177
선학동공영주차장,인천광역시 연수구청,37.4240892,126.6952288
능허리주차장,인천광역시 연수구청,37.4141484,126.6719548
동춘교하부공간주차장,인천광역시 연수구청,37.4129138,126.6638582
흥륜사 주차장,인천광역시 연수구 시설안전관리공단,37.4171621,126.6591612
청학공영주차장(1),인천광역시 연수구 시설안전관리공단,37.4264851,126.6666494
청학공영주차장(2),인천광역시 연수구청,37.427204,126.662539
청학공영주차장(3),인천광역시 연수구 시설안전관리공단,37.424116,126.665205
문학공원주차장,인천광역시 서부공원사업소,37.4213451,126.6831881
원인재역 주차장(환승주차장),한국철도공사,37.4213451,126.6831881
연수역 주차장(환승주차장),한국철도공사,37.4185747,126.6781826
송도역 주차장(환승주차장),한국철도공사,37.4292184,126.6548471
옥련동공영주차장,인천광역시 연수구청,37.425347,126.655643
제1공영주차장(송도),인천광역시 시설관리공단,37.379716,126.645053
제3공영주차장(송도),인천광역시 시설관리공단,37.386493,126.651064
제4공영주차장(송도),인천광역시 시설관리공단,37.385066,126.649749
제5공영주차장(송도),인천광역시 시설관리공단,37.385323,126.643189
제6공영주차장(송도),인천광역시 시설관리공단,37.383766,126.639353
제7공영주차장(송도),인천광역시 시설관리공단,37.378758,126.643067
제8공영주차장(송도),인천광역시 시설관리공단,37.375934,126.645158
제9공영주차장(송도),인천광역시 시설관리공단,37.379838,126.637576
제14공영주차장(송도),인천광역시 시설관리공단,37.397998,126.650133
제15공영주차장(송도),인천광역시 시설관리공단,37.395726,126.648553
제16공영주차장(송도),인천광역시 시설관리공단,37.395373,126.648183
제17공영주차장(송도),인천광역시 시설관리공단,37.396872,126.646712
제18공영주차장(송도),인천광역시 시설관리공단,37.396523,126.646379
제19공영주차장(송도),인천광역시 시설관리공단,37.393796,126.645404
상륙작전기념관주차장,인천광역시 연수구청,37.4242431,126.6971797
청학풀장주차장,인천광역시 연수구청,37.4292699,126.6636782
그린타워주차장,인천광역시 연수구청,37.4150991,126.6787226
옥련동복개천주차장,인천광역시 연수구청,37.4177698,126.6522232
박물관길 주차장,인천광역시 연수구청,37.4206455,126.6538776
송도로타리주차장,인천광역시 연수구청,37.4183047,126.6504593
옥련동 재래시장주차장,인천광역시 연수구 시설안전관리공단,37.4244475,126.6465621
옥련동 재래시장주차장(2),인천광역시 연수구 시설안전관리공단,37.4254219,126.6458124
연수동 함박마을 주변,인천광역시 연수구청,37.4260785,126.6835001
청학동 안골마을 주변,인천광역시 연수구청,37.4293196,126.6620131
함박중앙로 주변,인천광역시 연수구청,37.4266499,126.6830895
청학동 청학아파트 주변,인천광역시 연수구청,37.4280725,126.6622005
옥련동 호불사 주변,인천광역시 연수구청,37.4244211,126.6585482
옥련동 송학둥지아파트 주변,인천광역시 연수구청,37.4287781,126.6500487
옥련동 백산1차아파트 주변,인천광역시 연수구청,37.4238062,126.6455579
함박뫼로 50번길 일원,인천광역시 연수구청,37.419423,126.676904
청학동 주민센터 앞,인천광역시 연수구청,37.424925,126.666554
문남공원 일원,인천광역시 연수구청,37.421111,126.678168
앵고개로 기업은행 앞,인천광역시 연수구청,37.408477,126.671539
고현종합시장 공영주차장,경상남도 거제해양관광개발공사,34.885722,128.6238
음성읍 공영주차장,충청북도 음성군청,36.936599,127.690814
음성읍 공영주차장,충청북도 음성군청,36.938271,127.691099
음성읍 공영주차장,충청북도 음성군청,36.942371,127.687982
음성읍 공영주차장,충청북도 음성군청,36.940531,127.688189
음성읍 공영주차장,충청북도 음성군청,36.932111,127.690829
음성읍 공영주차장,충청북도 음성군청,36.939179,127.691228
금왕읍 공영주차장,충청북도 음성군청,36.991529,127.597028
금왕읍 공영주차장,충청북도 음성군청,36.992306,127.595521
금왕읍 공영주차장,충청북도 음성군청,36.992306,127.595521
금왕읍 공영주차장,충청북도 음성군청,36.992306,127.595521
금왕읍 공영주차장,충청북도 음성군청,36.992306,127.595521
대소면 공영주차장,충청북도 음성군청,36.967518,127.485275
삼성면 공영주차장,충청북도 음성군청,37.019681,127.499494
삼성면 공영주차장,충청북도 음성군청,37.020184,127.498478
삼성면 공영주차장,충청북도 음성군청,37.018998,127.500081
생극면 공영주차장,충청북도 음성군청,37.032379,127.605152
감곡면 공영주차장,충청북도 음성군청,37.117057,127.636322
감곡면 공영주차장,충청북도 음성군청,37.117642,127.636428
감곡면 공영주차장,충청북도 음성군청,37.117857,127.639421
강원일보,강원도 춘천시청,37.866597,127.692258
계림탕,강원도 춘천시청,37.87477,127.733555
외환은행뒤,강원도 춘천시청,37.884818,127.718364
남부막국수 별관,강원도 춘천시청,37.867341,127.723807
후평2동사무소-한신A,강원도 춘천시청,37.866014,127.72272
별당막국수옆,강원도 춘천시청,37.862099,127.728395
후평3동사무소뒤,강원도 춘천시청,37.867728,127.719452
후평3-4단지아파트,강원도 춘천시청,37.86638,127.721151
춘천중 정문-오리온제과,강원도 춘천시청,37.8582707,127.7407374
소양정비-오리온제과,강원도 춘천시청,37.873792,127.712314
토우시장뒤,강원도 춘천시청,37.884216,127.726802
성심병원-에리트 A,강원도 춘천시청,37.889932,127.720846
구)지성병원건너,강원도 춘천시청,37.875163,127.712649
한신아파트상가앞,강원도 춘천시청,37.851835,127.752443
은메달가든,강원도 춘천시청,37.870541,127.709109
적십자병원-도청이면,강원도 춘천시청,37.863479,127.725094
선거관리위원회-배터길,강원도 춘천시청,37.850785,127.733595
성수-춘고-미군부대,강원도 춘천시청,37.8808986,127.725424
세무서옆도로,강원도 춘천시청,37.882303,127.729799
시민회관뒤,강원도 춘천시청,37.875905,127.733357
삼보장-소양성결교회,강원도 춘천시청,37.8830135,127.7282571
소양동사-강원공업사,강원도 춘천시청,37.868788,127.725824
낙원상가-별당막국수,강원도 춘천시청,37.873799,127.750995
시청후문,강원도 춘천시청,37.874766,127.731634
소양노상주차장,강원도 춘천시청,37.876022,127.754114
우체국옆,강원도 춘천시청,37.876022,127.754114
은하예식장,강원도 춘천시청,37.874428,127.718029
춘천시농협,강원도 춘천시청,37.874428,127.718029
남부시장노상,강원도 춘천시청,37.883213,127.745882
안생약국,강원도 춘천시청,37.8830135,127.7282571
이모집,강원도 춘천시청,37.8830135,127.7282571
현대택배,강원도 춘천시청,37.876022,127.754114
평생교육관,강원도 춘천시청,37.874766,127.731634
도농협옆,강원도 춘천시청,37.8777317,127.7247503
농협마트,강원도 춘천시청,37.891696,127.727809
현대자동차앞,강원도 춘천시청,37.8808986,127.725484
시온교회,강원도 춘천시청,37.875889,127.722263
춘천초 뒤,강원도 춘천시청,37.882303,127.729799
춘천시청 별관,강원도 춘천시청,37.8823499,127.7331546
옥천지구,강원도 춘천시청,37.8823499,127.7331546
풍물시장,강원도 춘천시청,37.874766,127.731634
시청,강원도 춘천시청,37.88213426,127.7307705
동부시장,강원도 춘천시청,37.8768903,127.7342144
중앙노외,강원도 춘천시청,37.877075,127.7251949
새명동,강원도 춘천시청,37.875601,127.734552
석사근린공원,강원도 춘천시청,37.8777317,127.7247503
낙원노외,강원도 춘천시청,37.869448,127.727084
스카이워크,강원도 춘천시청,37.881732,127.7280309
약사명동사,강원도 춘천시청,37.8767783,127.7246993
견인보관소,강원도 춘천시청,37.8778362,127.7145227
강촌노외,강원도 춘천시청,37.875892,127.723843
서부노외,강원도 춘천시청,37.875889,127.722263
서부시장,강원도 춘천시청,37.8777317,127.7247503
약사노외,강원도 춘천시청,37.869448,127.727084
춘천중학교뒤,강원도 춘천시청,37.857338,127.738936
택지개발지구내,강원도 춘천시청,37.874855,127.723245
택지개발지구내,강원도 춘천시청,37.8823499,127.733117
후평노외,강원도 춘천시청,37.8822,127.732107
택지개발지구내,강원도 춘천시청,37.86706,127.719034
택지개발지구내,강원도 춘천시청,37.881772,127.730074
일성아파트뒤,강원도 춘천시청,37.876934,127.734297
퇴계노외,강원도 춘천시청,37.877075,127.7251949
퇴계근린공원,강원도 춘천시청,37.8603886,127.7227589
퇴계근린공원,강원도 춘천시청,37.8603886,127.7227589
MBC앞노외,강원도 춘천시청,37.879221,127.725377
팔호노외,강원도 춘천시청,37.88905,127.721259
문화예술회관,강원도 춘천시청,37.8767783,127.7246993
소양노외,강원도 춘천시청,37.877871,127.714571
102보충대노외,강원도 춘천시청,37.9415193,127.7123355
남부노외,강원도 춘천시청,37.886218,127.723896
소양댐주차장,강원도 춘천시청,37.9331094,127.7932432
느치골제1,강원도 춘천시청,37.875244,127.727892
느치골제2,강원도 춘천시청,37.874172,127.720348
느치골제3,강원도 춘천시청,37.875715,127.75807
효자동노외,강원도 춘천시청,37.8718436,127.7341826
자라우저수지,강원도 춘천시청,37.872443,127.752955
싸이클경기장옆,강원도 춘천시청,37.861156,127.741991
구 진로부지,강원도 춘천시청,37.858191,127.745695
춘천역앞,강원도 춘천시청,37.866996,127.726547
11토지 주차장 1,강원도 춘천시청,37.861893,127.725077
11토지 주차장 2,강원도 춘천시청,37.8603886,127.7227589
11토지 주차장 3,강원도 춘천시청,37.8603886,127.7227589
온의2지구 주차장1,강원도 춘천시청,37.874672,127.703739
온의2지구 주차장2,강원도 춘천시청,37.875631,127.735586
석사노외,강원도 춘천시청,37.8582707,127.7407374
